,Fund,Study Area Code,Company Name,Carrier,Latitude,Longitude,Deployment Address,Deployment City,Deployment State,Deployment ZIP Code,SAC Primary State,Deployment Date,Filing Year,Census Block,Locations Deployed,Download/Upload Speed Tier,Technology,Other Technology,Latency,Overlapping Locations,FIPSCODE,geometry
5467,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.100426,-85.432448,11295 E BEACH RD,NAUBINWAY,MI,49762,MI,12/31/2020,2020,260979503002022,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.43244799999999 46.100426)
5468,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.987204,-84.421114,1697 S FENLON ST,CEDARVILLE,MI,49719,MI,12/31/2020,2020,260979501002062,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.421114 45.987204)
5469,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.056789,-84.450631,4197 W SAINT IGNACE RD,HESSEL,MI,49745,MI,01/02/2021,2021,260979502001260,3,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.450631 46.056789)
5471,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.094605,-85.695829,16365 STITES RD,GOULD CITY,MI,49838,MI,12/31/2020,2020,260979503001157,1,10 Mbps/1 Mbps,,,,False,57640,POINT (-85.695829 46.094605)
5472,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.971227,-84.811373,3708 WARTELLA RD  UNIT  BLDG  FLR,MORAN,MI,49760,MI,12/31/2020,2020,260979504002020,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.811373 45.971227)
5473,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.303815,-85.347956,6256 STATE HIGHWAY M28,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004226,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.347956 46.303815)
5475,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.34684,-84.4759129,5396 W 11 MILE RD,DAFTER,MI,49724,MI,12/31/2019,2019,260339708001065,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.4759129 46.34684)
5476,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.346478,-85.51335,309 W VICTORY WAY,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004184,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.51335 46.346478)
5477,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.085034,-84.062068,14442 E LIME ISLAND RD,GOETZVILLE,MI,49736,MI,09/30/2021,2021,260339710001028,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.062068 46.085034)
5478,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.120831,-84.049103,26643 S TOLEDO RD,GOETZVILLE,MI,49736,MI,09/30/2020,2020,260339710001025,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.049103 46.120831)
5479,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.985154,-84.412309,1809 S FENLON ST,CEDARVILLE,MI,49719,MI,12/31/2020,2020,260979501002062,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.41230899999999 45.985154)
5480,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.375017,-84.34687,616 E 9 MILE RD,DAFTER,MI,49724,MI,12/31/2020,2020,260339701003067,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.34687 46.375017)
5481,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.280451,-84.513705,15525 S KINROSS RD,KINROSS,MI,49752,MI,12/31/2020,2020,260339708001096,1,10 Mbps/1 Mbps,,,,False,43480,POINT (-84.513705 46.280451)
5482,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.359873,-84.323633,10100 S SHUNK RD,DAFTER,MI,49724,MI,12/03/2020,2020,260339710002004,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.323633 46.359873)
5483,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.193837,-84.298376,21551 S RIVERSIDE DR,PICKFORD,MI,49774,MI,01/02/2021,2021,260339710002126,1,10 Mbps/1 Mbps,,,,False,63980,POINT (-84.298376 46.193837)
5484,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.279174,-84.571367,15623 S CENTERLINE RD,RUDYARD,MI,49780,MI,01/01/2021,2021,260339708002105,1,10 Mbps/1 Mbps,,,,False,43480,POINT (-84.571367 46.279174)
5485,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.028446,-84.34566,822 E NORDQUIST RD,CEDARVILLE,MI,49719,MI,09/30/2020,2020,260979501001036,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.34566 46.028446)
5486,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.989689,-84.978108,3828 US HIGHWAY 2  W,MORAN,MI,49760,MI,12/03/2020,2020,260979504003014,2,10 Mbps/1 Mbps,,,,False,55480,POINT (-84.97810800000001 45.989689)
5487,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.071297,-84.445258,3965 W POGLESE RD,HESSEL,MI,49745,MI,12/31/2019,2019,260979502001252,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.445258 46.071297)
5488,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.067812,-84.426022,4253 N 3 MILE RD,HESSEL,MI,49745,MI,01/02/2020,2020,260979502001252,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.426022 46.067812)
5489,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.18702,-85.051545,22009 S ANGUILM RD,TROUT LAKE,MI,49868,MI,12/31/2020,2020,260339707002175,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-85.051545 46.18702)
5490,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.985787,-83.983977,18216 E SOUTH CARIBOU LAKE RD,DE TOUR VILLAGE,MI,49725,MI,01/02/2021,2021,260339711001075,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.983977 45.985787)
5491,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.267477,-84.593697,16141 S TILSON RD,RUDYARD,MI,49780,MI,12/31/2021,2021,260339708003002,2,10 Mbps/1 Mbps,,,,False,70220,POINT (-84.59369700000001 46.267477)
5492,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.017489,-85.028334,4319 US HWY 2 W,MORAN,MI,49760,MI,12/31/2020,2020,260979504003016,1,10 Mbps/1 Mbps,,,,False,55480,POINT (-85.028334 46.017489)
5493,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.163754,-84.205349,7601 E ISLAND RD,PICKFORD,MI,49774,MI,01/02/2021,2021,260339710002148,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.205349 46.163754)
5494,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.000765,-83.971513,19107 E NORTH CARIBOU LAKE RD,DE TOUR VILLAGE,MI,49725,MI,01/02/2021,2021,260339710001220,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.971513 46.000765)
5495,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.145391,-84.084269,13428 E NICOLE LN,GOETZVILLE,MI,49736,MI,12/31/2021,2021,260339710001017,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.08426900000001 46.145391)
5496,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.397078,-85.528508,14420 COUNTY ROAD 446,NEWBERRY,MI,49868,MI,12/31/2021,2021,260959601004159,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.528508 46.397078)
5497,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.073839,-84.237252,9909 E M 48,GOETZVILLE,MI,49736,MI,01/02/2021,2021,260339710001137,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.237252 46.073839)
5498,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.116831,-85.5763068,W14087 STANLEY ST,ENGADINE,MI,49827,MI,12/31/2019,2019,260979503001101,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.5763068 46.116831)
5499,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.998292,-84.345767,93 S EAST GRIFFIN DR,CEDARVILLE,MI,49719,MI,01/02/2021,2021,260979501001041,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.345767 45.998292)
5500,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.259328,-85.694292,22843 COUNTY ROAD 468,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602002064,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.694292 46.259328)
5501,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.054737,-85.167123,5051 NORTH EPOUFETTE BAY ROAD,NAUBINWAY,MI,49762,MI,12/31/2021,2021,260979502002291,1,10 Mbps/1 Mbps,,,,False,37660,POINT (-85.167123 46.054737)
5502,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.292837,-85.63518,4301 COUNTY ROAD 427,NEWBERRY,MI,49868,MI,12/31/2018,2018,260959602002047,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.63518000000001 46.292837)
5503,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.102827,-85.42673,11253 E BEACH RD,NAUBINWAY,MI,49762,MI,12/31/2020,2020,260979503002016,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.42673000000001 46.102827)
5504,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.329914,-84.410589,12075 S Z ROW,DAFTER,MI,49724,MI,12/31/2020,2020,260339708001026,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.410589 46.329914)
5505,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.145526,-84.077955,13660 E NICOLE LN,GOETZVILLE,MI,49736,MI,01/02/2021,2021,260339710001017,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.077955 46.145526)
5506,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.484353,-84.265718,4681 E 1 1_2 MILE RD,SAULT SAINTE MARIE,MI,49783,MI,12/03/2020,2020,260339701001063,1,10 Mbps/1 Mbps,,,,False,77020,POINT (-84.26571800000001 46.484353)
5508,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.997803,-84.828439,1912 CHARLES MORAN  UNIT,MORAN,MI,49760,MI,12/31/2021,2021,260979504002021,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.828439 45.997803)
5509,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.115873,-85.567706,W13939 BOUCHA ST,ENGADINE,MI,49827,MI,12/31/2021,2021,260979502002246,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.567706 46.115873)
5510,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.178788,-85.034096,33004 W BIRCH SHORES DR,TROUT LAKE,MI,49793,MI,12/31/2020,2020,260339707002189,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-85.03409600000001 46.178788)
5511,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.297077,-85.749717,25433 N SHORE DR,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602001667,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.749717 46.297077)
5512,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.996441,-84.2937,3764 M 134,CEDARVILLE,MI,49719,MI,06/30/2021,2021,260979501001086,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.2937 45.996441)
5513,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.004341,-84.722867,4179 MACKINAC TRL,SAINT IGNACE,MI,49781,MI,12/31/2020,2020,260979504002013,1,10 Mbps/1 Mbps,,,,False,70860,POINT (-84.72286699999999 46.004341)
5514,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.02779,-83.954776,19316 E STEEL RD,DE TOUR VILLAGE,MI,49725,MI,01/02/2021,2021,260339710001220,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.954776 46.02779)
5516,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.477978,-84.286061,1967 S WHITEHEAD RD,SAULT SAINTE MARIE,MI,49783,MI,12/31/2018,2018,260339701001058,1,10 Mbps/1 Mbps,,,,False,77020,POINT (-84.286061 46.477978)
5517,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.203067,-84.715845,17088 W BEAR CREEK RD,RUDYARD,MI,49780,MI,01/02/2020,2020,260339708003080,1,10 Mbps/1 Mbps,,,,False,70220,POINT (-84.715845 46.203067)
5518,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.990806,-84.299058,557 S LAKESIDE RD,CEDARVILLE,MI,49719,MI,01/02/2021,2021,260979501001086,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.299058 45.990806)
5519,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.970127,-84.799016,1489 KELLY RD,MORAN,MI,49760,MI,12/31/2020,2020,260979504002019,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.79901599999999 45.970127)
5520,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.172861,-84.364457,24 W 23 MILE RD,PICKFORD,MI,49774,MI,03/31/2021,2021,260339708004096,1,10 Mbps/1 Mbps,,,,False,63980,POINT (-84.364457 46.172861)
5521,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.004142,-83.904601,890 SIMS ST,DE TOUR VILLAGE,MI,49725,MI,12/31/2021,2021,260339711001039,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.904601 46.004142)
5522,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.32637,-85.468901,12190 NEUMANN LN,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004224,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.468901 46.32637)
5523,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.011644,-84.965459,N4264 GLAD HAVEN RD,MORAN,MI,49760,MI,12/03/2020,2020,260979504003010,1,10 Mbps/1 Mbps,,,,False,55480,POINT (-84.965459 46.011644)
5524,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.289077,-85.51045,4939 E COUNTY ROAD 460,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959602002029,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.51045000000001 46.289077)
5525,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.118128,-85.566296,13902 PARK ST  UNIT  BLDG  FLR,NAUBINWAY,MI,49762,MI,12/31/2020,2020,260979502002241,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.56629599999999 46.118128)
5526,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.092663,-85.467218,W11991 MIDDLE BEACH RD,NAUBINWAY,MI,49762,MI,12/03/2020,2020,260979503002010,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.467218 46.092663)
5527,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.247904,-84.395286,17815 S DAISYS WAY,KINROSS,MI,49752,MI,01/01/2021,2021,260339708004004,1,10 Mbps/1 Mbps,,,,False,43480,POINT (-84.395286 46.247904)
5528,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.011327,-83.909665,1658 SIMS ST,DE TOUR VILLAGE,MI,49725,MI,01/02/2021,2021,260339711001039,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.909665 46.011327)
5529,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.095129,-85.450273,11650 US HWY 2,NAUBINWAY,MI,49762,MI,12/31/2020,2020,260979502002257,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.450273 46.095129)
5530,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.174848,-85.033077,22814 S CHRISDALE DR UNIT 50,TROUT LAKE,MI,49793,MI,12/31/2020,2020,260339707002203,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-85.03307700000001 46.174848)
5531,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.351527,-85.543971,8559 N COUNTY ROAD 405,NEWBERRY,MI,49868,MI,12/31/2021,2021,260959601004156,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.543971 46.351527)
5532,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.094157,-85.69633,W16394 MAIN ST,GOULD CITY,MI,49838,MI,12/03/2020,2020,260979503001157,1,10 Mbps/1 Mbps,,,,False,57640,POINT (-85.69633 46.094157)
5533,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.056844,-84.437425,3555 W SAINT IGNACE RD,HESSEL,MI,49745,MI,01/01/2021,2021,260979502001260,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.437425 46.056844)
5534,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.288402,-85.6026031,18519 COUNTY ROAD 458,NEWBERRY,MI,49868,MI,12/31/2019,2019,260959602002105,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.6026031 46.288402)
5535,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.019118,-85.03911,4485 US HIGHWAY 2 W,MORAN,MI,49760,MI,12/31/2020,2020,260979504003017,1,10 Mbps/1 Mbps,,,,False,55480,POINT (-85.03910999999999 46.019118)
5536,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.310901,-85.607849,18682 STATE HIGHWAY M28,NEWBERRY,MI,49868,MI,12/31/2020,2020,260959601004192,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.607849 46.310901)
5538,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.050966,-85.167386,4948 EPOUFETTE RD,NAUBINWAY,MI,49762,MI,12/31/2020,2020,260979502002291,1,10 Mbps/1 Mbps,,,,False,37660,POINT (-85.16738599999999 46.050966)
5539,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.313615,-85.553362,5725 N COUNTY ROAD 405,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004217,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.55336200000001 46.313615)
5540,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.303278,-85.44721,11019 STATE HIGHWAY M28,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959602002013,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.44721 46.303278)
5541,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.278679,-85.581369,17399 PENTLAND TRL,NEWBERRY,MI,49868,MI,12/31/2020,2020,260959602002105,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.581369 46.278679)
5542,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.103393,-85.655655,N6367 BRAWLEY RD,GOULD CITY,MI,49838,MI,12/03/2020,2020,260979503001096,1,10 Mbps/1 Mbps,,,,False,57640,POINT (-85.655655 46.103393)
5543,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.153418,-85.49981,N7765 MILLECOQUIN LAKE DR,ENGADINE,MI,49827,MI,12/03/2020,2020,260979502002181,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.49981 46.153418)
5544,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.001116,-83.979537,18399 E NORTH CARIBOU LAKE RD,DE TOUR VILLAGE,MI,49725,MI,01/02/2020,2020,260339710001221,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.97953699999999 46.001116)
5545,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.140787,-84.092359,25279 S RABER RD,GOETZVILLE,MI,49736,MI,09/30/2020,2020,260339710001017,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.092359 46.140787)
5546,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.11864,-85.562252,W 13812 CO RD H_40,ENGADINE,MI,49827,MI,12/31/2020,2020,260979502002241,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.562252 46.11864)
5547,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.300229,-84.605391,11596 W WELCH RD,RUDYARD,MI,49780,MI,12/31/2021,2021,260339708002076,1,10 Mbps/1 Mbps,,,,False,43480,POINT (-84.605391 46.300229)
5548,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.345801,-85.512852,7881 AUTUMN LN UNIT 1,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004184,2,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.512852 46.345801)
5549,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.001444,-84.36234,132 N M 129,CEDARVILLE,MI,49719,MI,01/02/2020,2020,260979501002001,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.36234 46.001444)
5550,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.329552,-84.401455,1803 W 12 MILE RD,DAFTER,MI,49724,MI,12/31/2020,2020,260339708001026,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.401455 46.329552)
5551,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.259167,-85.6989929,23045 COUNTY ROAD 468,MC MILLAN,MI,49853,MI,12/31/2019,2019,260959602002064,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.69899289999999 46.259167)
5552,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.275403,-85.75991,3070 COUNTY ROAD 413,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602001686,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.75991 46.275403)
5553,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.011452,-84.425287,370 N 3 MILE RD,HESSEL,MI,49745,MI,12/31/2021,2021,260979502001265,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.425287 46.011452)
5554,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.187122,-85.020153,33906 W BIRCH SHORES DR,NEWBERRY,MI,49868,MI,12/31/2020,2020,260339707002189,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-85.02015299999999 46.187122)
5555,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.286252,-85.71749,3847 COUNTY ROAD 379,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602001693,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.71749 46.286252)
5556,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.027594,-84.382624,917 W NORDQUIST RD,CEDARVILLE,MI,49719,MI,01/02/2021,2021,260979502001266,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.38262400000001 46.027594)
5557,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.05647,-84.105645,12266 E TRAYNOR RD,GOETZVILLE,MI,49736,MI,01/02/2021,2021,260339710001053,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.105645 46.05647)
5558,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.117444,-85.5746628,W14050 STANLEY ST,ENGADINE,MI,49827,MI,12/31/2019,2019,260979503001101,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.5746628 46.117444)
5559,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.317134,-85.554428,16143 COUNTY ROAD 402,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004217,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.554428 46.317134)
5560,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.057021,-84.167235,9406 E TRAYNOR RD,GOETZVILLE,MI,49736,MI,01/02/2020,2020,260339710001142,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.16723500000001 46.057021)
5561,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.278783,-85.722816,24190 W CULVER DR,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602001686,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.72281599999999 46.278783)
5562,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.058057,-84.474058,5264 W SAINT IGNACE RD,HESSEL,MI,49745,MI,12/31/2021,2021,260979502001251,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.474058 46.058057)
5563,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.994933,-84.73149,N4042 MACKINAC TRL,SAINT IGNACE,MI,49781,MI,12/03/2020,2020,260979504002016,1,10 Mbps/1 Mbps,,,,False,70860,POINT (-84.73148999999999 45.994933)
5564,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.050317,-84.419408,2736 CHARD RD,HESSEL,MI,49745,MI,12/31/2021,2021,260979502001254,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.419408 46.050317)
5565,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.374437,-84.381013,873 E 9 MILE RD,SAULT SAINTE MARIE,MI,49783,MI,12/31/2020,2020,260339708001001,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.381013 46.374437)
5566,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.342435,-85.513189,7706 LAURIE ST,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004179,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.513189 46.342435)
5567,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.028234,-85.03728,W4469 WORTH RD,MORAN,MI,49760,MI,12/31/2017,2017,260979504003014,1,10 Mbps/1 Mbps,,,,False,55480,POINT (-85.03728 46.028234)
5568,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.310982,-85.720301,23706 COUNTY ROAD 438,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602001642,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.72030100000001 46.310982)
5569,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.143524,-84.09703,12788 E GOGOMAIN RD,GOETZVILLE,MI,49736,MI,12/31/2020,2020,260339710001011,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.09703 46.143524)
